,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
20898,0x4786,BANGRES06DEL02,32.0,4.6,12.979096,77.640625,13.059096,77.720625,10-03-2022,19:55,20:10,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,46
29814,0x6e8d,JAPRES02DEL01,23.0,4.1,26.914142,75.805704,26.954142,75.845704,15-03-2022,13:15,13:20,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,32
26360,0x66c5,MUMRES16DEL03,35.0,4.9,19.120083,72.907385,19.150083,72.937385,03-04-2022,0.875,21:15,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,16
42035,0x749c,CHENRES13DEL01,26.0,4.6,13.027018,80.254791,13.137018,80.364791,16-03-2022,23:15,23:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28
33620,0x1978,HYDRES06DEL03,20.0,4.9,17.455894,78.375467,17.515894,78.435467,24-03-2022,17:40,17:45,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,20
25023,0xd63f,AURGRES12DEL01,20.0,4.7,19.879631,75.323403,19.889631,75.333403,11-02-2022,11:40,11:50,Fog,High,1,Snack,motorcycle,0.0,No,Urban,21
40523,0x4fb0,VADRES12DEL02,39.0,3.9,0.0,0.0,0.08,0.08,04-03-2022,21:10,21:15,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,35
33807,0xaedc,MYSRES15DEL03,37.0,4.7,12.352058,76.60665,12.412058,76.66665,21-03-2022,20:25,20:35,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,31
16975,0x343f,MUMRES09DEL01,37.0,4.7,18.994049,72.825203,19.004049,72.835203,24-03-2022,08:25,08:40,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,21
28858,0x6217,VADRES15DEL02,37.0,4.3,0.0,0.0,0.02,0.02,15-03-2022,11:40,11:55,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,35
39293,0x6240,HYDRES03DEL02,32.0,3.8,17.422819,78.449578,17.552819,78.579578,31-03-2022,19:30,19:40,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,38
4484,0x2bb2,PUNERES02DEL01,27.0,5.0,18.55144,73.804855,18.59144,73.844855,13-03-2022,16:20,16:30,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,11
32783,0x171d,INDORES04DEL02,22.0,4.7,22.753659,75.903365,22.833659,75.983365,31-03-2022,19:15,19:20,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26
42752,0x5389,BANGRES08DEL02,25.0,4.6,12.906229,77.596791,12.956229,77.646791,24-03-2022,21:20,21:30,Fog,Jam,2,Buffet,scooter,1.0,No,,33
19431,0x257a,VADRES08DEL01,26.0,4.8,0.0,0.0,0.01,0.01,01-03-2022,11:50,0.5,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28
29724,0xbdb4,MYSRES14DEL02,35.0,4.7,0.0,0.0,0.08,0.08,18-03-2022,21:25,21:30,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28
33103,0xc213,KOLRES12DEL02,35.0,3.8,22.551084,88.354127,22.631084,88.434127,16-02-2022,18:55,0.791666667,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33
5699,0x15d0,RANCHIRES14DEL01,24.0,4.9,0.0,0.0,0.11,0.11,29-03-2022,19:20,19:35,Fog,Jam,0,Buffet,motorcycle,0.0,No,Semi-Urban,47
15337,0x65ea,CHENRES16DEL01,27.0,4.8,13.049645,80.242268,13.089645,80.282268,19-03-2022,13:55,14:05,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,14
17296,0x4628,SURRES13DEL03,25.0,4.6,21.170096,72.789122,21.230096,72.849122,07-03-2022,1,24:05:00,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
4840,0x22c2,SURRES04DEL03,30.0,4.8,21.173493,72.801953,21.203493,72.831953,09-03-2022,18:30,18:45,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34
40399,0x75de,COIMBRES03DEL02,29.0,4.7,11.025083,77.015393,11.075083,77.065393,03-04-2022,0.916666667,22:10,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,12
7129,0xc40f,GOARES18DEL01,39.0,5.0,15.49395,73.827423,15.60395,73.937423,12-02-2022,22:55,23:10,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,36
22053,0x5003,SURRES11DEL03,30.0,4.8,21.157735,72.768778,21.247735,72.858778,06-03-2022,0.916666667,22:10,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,53
17460,0x1994,HYDRES09DEL03,29.0,4.6,17.431668,78.408321,17.491668,78.468321,09-03-2022,18:20,18:30,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,22
36733,0x96ae,RANCHIRES11DEL02,30.0,5.0,23.359194,85.325447,23.439194,85.405447,04-04-2022,23:20,23:25,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,20
29993,0xc718,AURGRES05DEL03,37.0,4.1,19.875522,75.367127,19.905522,75.397127,13-02-2022,23:20,23:35,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
32429,0xa165,COIMBRES15DEL02,28.0,4.9,11.006686,76.951736,11.086686,77.031736,02-03-2022,20:55,0.875,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,33
1035,0x1677,JAPRES05DEL01,25.0,4.5,26.905287,75.794592,26.915287,75.804592,01-03-2022,0.416666667,10:05,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16
22901,0x4373,CHENRES15DEL03,32.0,4.1,13.026286,80.275235,13.116286,80.365235,14-03-2022,20:25,20:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,50
8,0x6f67,HYDRES14DEL01,34.0,4.9,17.426228,78.407495,17.496228,78.477495,20-03-2022,20:40,20:50,Cloudy,Jam,0,Snack,motorcycle,,No,Metropolitian,41
33550,0x3c90,MYSRES03DEL01,26.0,4.8,12.299524,76.64262,12.309524,76.65262,30-03-2022,08:55,09:10,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16
25043,0x9795,VADRES010DEL02,29.0,4.2,22.310329,73.169083,22.330329,73.189083,07-03-2022,09:25,09:30,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
21407,0x12de,VADRES18DEL01,32.0,5.0,0.0,0.0,0.11,0.11,12-03-2022,21:45,21:50,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,37
26356,0x8ca7,VADRES09DEL01,37.0,4.8,0.0,0.0,0.07,0.07,10-03-2022,17:20,17:35,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,24
8762,0xbac6,CHENRES04DEL03,24.0,4.9,13.02978,80.208812,13.11978,80.298812,04-04-2022,19:30,19:40,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23
42119,0xb1ff,MYSRES19DEL01,35.0,4.6,12.334022,76.618203,12.444022,76.728203,20-03-2022,17:50,18:05,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,30
32488,0x5d64,HYDRES09DEL03,25.0,4.9,17.431668,78.408321,17.491668,78.468321,17-03-2022,21:25,21:30,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33
19573,0xbb01,HYDRES08DEL02,35.0,4.6,17.438263,78.397865,17.488263,78.447865,15-03-2022,0.833333333,20:10,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,33
15661,0x9cd3,COIMBRES18DEL02,26.0,4.9,11.02091,76.940432,11.07091,76.990432,07-03-2022,18:15,18:25,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,28
13692,0xa784,INDORES09DEL02,26.0,4.8,22.725835,75.887648,22.775835,75.937648,01-03-2022,18:40,18:55,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,14
39497,0xe21e,AURGRES15DEL03,37.0,4.7,19.878028,75.317475,19.908028,75.347475,17-02-2022,20:45,20:55,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27
32515,0xb897,MUMRES07DEL02,20.0,4.6,19.091458,72.827808,19.141458,72.877808,01-03-2022,20:10,20:25,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26
19443,0x3d66,COIMBRES18DEL02,24.0,4.8,11.02091,76.940432,11.04091,76.960432,09-03-2022,11:55,12:05,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36
38017,0x954b,INDORES14DEL03,28.0,4.5,22.761593,75.886362,22.791593,75.916362,13-03-2022,17:55,18:05,Windy,Medium,0,Buffet,motorcycle,1.0,No,,20
45441,0x21fa,COIMBRES13DEL02,22.0,4.7,11.003669,76.976494,11.053669,77.026494,07-03-2022,17:40,17:45,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26
30903,0xd52,JAPRES20DEL02,,,26.956431,75.776649,27.086431,75.906649,16-03-2022,,19:35,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40
3522,0x6306,INDORES20DEL03,37.0,4.0,22.732225,75.874765,22.762225,75.904765,15-03-2022,23:40,23:50,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32
9799,0x98c8,HYDRES11DEL02,20.0,4.9,17.430448,78.418213,17.450448,78.438213,05-03-2022,09:35,09:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
38992,0x873d,INDORES02DEL02,23.0,4.6,22.651847,75.881991,22.701847,75.931991,19-03-2022,22:35,22:40,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16
32294,0xa934,VADRES11DEL02,21.0,5.0,22.308096,73.167753,22.328096,73.187753,07-03-2022,11:40,11:55,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25
7261,0x27ee,MUMRES09DEL02,27.0,4.4,18.994049,72.825203,19.014049,72.845203,05-03-2022,09:20,09:25,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19
42664,0x294f,SURRES17DEL03,30.0,5.0,21.149569,72.772697,21.209569,72.832697,28-03-2022,19:30,19:35,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15
5044,0x52f3,CHENRES19DEL02,35.0,4.6,12.986047,80.218114,13.116047,80.348114,06-04-2022,22:45,22:50,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21
13369,0x9c47,BANGRES09DEL03,21.0,4.8,12.934179,77.615797,12.964179,77.645797,05-03-2022,19:30,19:40,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26
4742,0x8a26,JAPRES13DEL02,29.0,4.7,26.846156,75.8023,26.896156,75.8523,28-03-2022,17:45,17:55,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,18
23647,0x2a07,VADRES20DEL02,23.0,4.5,22.311358,73.164798,22.441358,73.294798,08-03-2022,23:40,23:45,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,20
19413,0x6820,MUMRES01DEL01,20.0,4.8,19.12663,72.829976,19.16663,72.869976,01-03-2022,15:20,15:30,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,24
17035,0xd400,AGRRES03DEL01,30.0,4.9,27.160832,78.011608,27.170832,78.021608,11-02-2022,10:25,10:35,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,13
7992,0x6016,SURRES12DEL03,30.0,4.8,21.183434,72.814492,21.213434,72.844492,05-03-2022,17:35,17:40,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27
13950,0xc57b,KOLRES17DEL01,35.0,4.9,22.569358,88.433452,22.579358,88.443452,13-02-2022,10:30,10:45,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22
17931,0x4a1a,VADRES03DEL02,36.0,4.6,22.32,73.17,22.37,73.22,26-03-2022,23:55,24:10:00,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,23
33162,0xd399,KOLRES19DEL01,27.0,4.4,22.5491,88.400467,22.5591,88.410467,15-02-2022,08:45,08:55,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,20
715,0x29dd,COIMBRES02DEL01,26.0,4.7,11.022477,76.995667,11.132477,77.105667,04-04-2022,21:35,21:50,Windy,Jam,1,Drinks,scooter,0.0,No,,22
15575,0x85f4,RANCHIRES15DEL02,20.0,4.3,23.369746,85.33982,23.389746,85.35982,13-03-2022,08:40,08:55,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17
5383,0x778,CHENRES15DEL02,26.0,4.9,13.026286,80.275235,13.156286,80.405235,31-03-2022,18:20,18:30,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,16
8553,0x45f4,PUNERES05DEL01,20.0,4.9,18.543626,73.905101,18.653626,74.015101,29-03-2022,17:15,17:25,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30
6790,0x9da5,BANGRES04DEL01,29.0,4.9,12.98041,77.640489,13.09041,77.750489,02-04-2022,19:50,19:55,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,12
9607,0x39ae,BANGRES08DEL03,24.0,4.7,12.906229,77.596791,12.966229,77.656791,09-03-2022,17:30,17:35,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26
44433,0x4bf4,SURRES15DEL01,35.0,3.7,21.160522,72.771477,21.230522,72.841477,14-03-2022,20:35,20:50,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,43
17315,0x7d53,CHENRES09DEL03,22.0,5.0,13.044694,80.26147,13.104694,80.32147,01-04-2022,0.958333333,23:15,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,23
18898,0xa5e3,COIMBRES20DEL03,30.0,4.6,10.994136,76.963303,11.084136,77.053303,14-03-2022,19:15,19:20,Fog,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54
14544,0xaceb,JAPRES08DEL02,35.0,4.9,26.910262,75.783013,27.040262,75.913013,06-03-2022,22:10,22:25,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27
43112,0x144a,BANGRES05DEL03,21.0,4.6,12.970324,77.645748,13.030324,77.705748,13-03-2022,20:35,20:45,Sunny,Jam,1,Drinks,scooter,1.0,No,,15
37027,0x54d5,VADRES18DEL03,37.0,4.7,0.0,0.0,0.06,0.06,19-03-2022,18:50,18:55,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30
20959,0x270a,JAPRES17DEL01,28.0,4.8,26.892312,75.806896,26.902313,75.816896,21-03-2022,08:10,08:20,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,14
28002,0x6f93,INDORES11DEL02,21.0,4.6,22.751234,75.88949,22.771234,75.90949,07-03-2022,10:15,10:25,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,10
8255,0x747d,INDORES03DEL01,22.0,4.9,22.751857,75.866699,22.791857,75.906699,19-03-2022,0.625,15:05,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,13
10038,0x7ee8,MUMRES17DEL03,31.0,4.4,19.121999,72.908493,19.211999,72.998493,04-04-2022,21:30,21:35,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39
39533,0x2ffc,MYSRES05DEL01,39.0,4.7,12.323978,76.627961,12.333978,76.637961,05-04-2022,10:25,10:40,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,21
28293,0x3426,CHENRES09DEL02,22.0,4.6,13.044694,80.26147,13.094694,80.31147,28-03-2022,19:50,19:55,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,23
34595,0x5fea,PUNERES010DEL03,28.0,4.8,18.539299,73.897902,18.629299,73.987902,04-03-2022,22:30,22:35,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15
29468,0xc788,AGRRES05DEL02,33.0,4.6,27.201725,78.007553,27.251725,78.057553,15-02-2022,19:40,19:45,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30
9393,0x396c,CHENRES05DEL01,36.0,4.2,13.058616,80.264151,13.168616,80.374151,31-03-2022,17:50,18:05,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,36
39367,0x674e,INDORES16DEL02,39.0,4.8,22.744648,75.894377,22.794648,75.944377,13-03-2022,19:15,19:20,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32
13319,0xd5c,HYDRES16DEL02,,,17.440827,78.393391,17.570827,78.523391,16-03-2022,,20:55,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,52
22125,0xa13a,BANGRES03DEL01,26.0,4.7,12.979166,77.640709,13.089166,77.750709,27-03-2022,23:40,23:50,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10
15920,0x8fa2,JAPRES02DEL02,27.0,4.6,26.914142,75.805704,26.994142,75.885704,16-03-2022,19:35,19:45,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29
9251,0x2325,JAPRES16DEL02,,,26.849596,75.800512,26.869596,75.820512,30-03-2022,,0.5,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34
29834,0xdcf2,KOLRES05DEL01,37.0,4.6,22.527893,88.368628,22.637893,88.478628,16-02-2022,21:25,21:35,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,48
20643,0x4809,VADRES14DEL01,34.0,4.0,22.311603,73.165012,22.421603,73.275012,10-03-2022,20:10,20:20,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,40
30007,0xc3c1,AURGRES11DEL02,38.0,4.3,0.0,0.0,0.08,0.08,12-02-2022,17:55,18:05,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,45
25889,0xff8,HYDRES12DEL01,39.0,4.8,17.429585,78.392621,17.469585,78.432621,05-04-2022,15:25,15:30,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18
7467,0x2d8b,COIMBRES04DEL03,35.0,5.0,11.024839,77.007003,11.114839,77.097003,06-04-2022,18:20,18:25,Fog,Medium,2,Meal,scooter,1.0,No,Urban,32
44938,0xb4e0,PUNERES16DEL02,29.0,4.9,18.536718,73.830327,18.586718,73.880327,13-03-2022,17:30,17:45,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11
30929,0xb836,CHENRES19DEL03,26.0,4.7,12.986047,80.218114,13.016047,80.248114,26-03-2022,18:25,18:30,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Urban,14
1857,0x7b2a,JAPRES02DEL02,38.0,4.8,26.914142,75.805704,26.934142,75.825704,05-03-2022,10:55,0.458333333,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20
31779,0xc0c0,KOCRES16DEL02,31.0,4.7,-10.003064,76.307589,10.133064,76.437589,12-02-2022,22:25,22:30,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25
13766,0x7e37,BANGRES14DEL01,37.0,4.7,12.949934,77.699386,13.019934,77.769386,18-03-2022,20:45,20:55,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,43
18879,0xa069,MYSRES04DEL01,26.0,4.9,12.3085,76.665808,12.4185,76.775808,14-03-2022,18:40,18:50,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Urban,12
26175,0x15c8,HYDRES19DEL03,29.0,4.1,17.458998,78.500366,17.518998,78.560366,03-04-2022,22:55,23:05,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,18
31452,0xce6b,AURGRES15DEL01,26.0,4.6,19.878028,75.317475,19.918028,75.357475,11-02-2022,13:45,0.583333333,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,28
12749,0x79e,BANGRES09DEL01,26.0,5.0,12.934179,77.615797,13.004179,77.685797,02-03-2022,17:25,17:40,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15
4987,0xc7c1,KOLRES06DEL03,26.0,5.0,22.533662,88.366217,22.563662,88.396217,13-02-2022,22:30,22:40,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19
42875,0x2f60,MYSRES08DEL02,25.0,4.5,12.297954,76.665169,12.347954,76.715169,30-03-2022,19:15,19:30,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24
7520,0xdcc2,AURGRES17DEL02,33.0,4.2,19.876994,75.372353,19.896994,75.392353,11-02-2022,08:50,09:05,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31
35945,0x11ea,SURRES06DEL01,33.0,4.7,21.185047,72.80859,21.195047,72.81859,07-03-2022,08:25,08:30,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16
42307,0xd5fe,DEHRES18DEL01,30.0,4.7,0.0,0.0,0.04,0.04,13-02-2022,16:50,16:55,Cloudy,Medium,0,Snack,motorcycle,0.0,No,,27
14672,0x75e1,VADRES05DEL03,26.0,4.6,22.310526,73.170937,22.370526,73.230937,09-03-2022,23:10,23:20,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16
1420,0x701a,MUMRES07DEL01,30.0,4.7,19.091458,72.827808,19.161458,72.897808,06-03-2022,17:25,17:35,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,30
25273,0xddd8,GOARES12DEL03,29.0,4.3,15.516833,73.768172,15.546833,73.798172,15-02-2022,23:35,23:40,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,19
34965,0x52e3,VADRES17DEL03,38.0,4.5,0.0,0.0,0.06,0.06,30-03-2022,21:45,21:50,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26
19391,0x7afe,VADRES18DEL01,22.0,4.7,0.0,0.0,0.04,0.04,01-03-2022,15:15,15:25,Sandstorms,Medium,1,Drinks,motorcycle,,No,Metropolitian,22
25608,0x1349,RANCHIRES09DEL02,29.0,4.7,23.351058,85.325731,23.401058,85.375731,11-03-2022,20:10,20:25,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,25
18505,0x7f2e,COIMBRES17DEL03,28.0,4.9,11.026117,76.944652,11.056117,76.974652,03-04-2022,18:20,18:30,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27
31547,0xcac4,GOARES14DEL02,29.0,4.0,15.157944,73.950889,15.207944,74.000889,11-02-2022,22:35,22:40,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25
5431,0x3510,VADRES18DEL02,39.0,4.9,0.0,0.0,0.13,0.13,20-03-2022,0.875,21:05,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Urban,39
23826,0xb442,VADRES02DEL02,27.0,4.9,0.0,0.0,0.13,0.13,14-03-2022,21:35,21:45,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44
3319,0x9789,SURRES19DEL03,25.0,4.8,21.149669,72.772629,21.179669,72.802629,13-03-2022,21:40,21:50,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,14
30192,0x755,CHENRES17DEL02,,,13.045479,80.23311,13.125479,80.31311,14-03-2022,,0.958333333,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,20
29470,0x77dd,INDORES18DEL02,20.0,4.8,22.753839,75.897429,22.803839,75.947429,03-04-2022,23:30,23:35,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14
44475,0x9010,JAPRES02DEL01,30.0,4.7,26.914142,75.805704,26.954142,75.845704,03-04-2022,13:30,13:35,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24
20846,0x61b1,MUMRES15DEL02,37.0,4.9,19.176269,72.836721,19.306269,72.966721,04-04-2022,20:50,0.875,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18
42054,0x9760,CHENRES06DEL01,35.0,4.9,13.054347,80.257221,13.064347,80.267221,24-03-2022,10:15,10:30,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,19
21082,0x519,PUNERES19DEL02,,,-18.563934,73.915367,18.693935,74.045367,06-03-2022,,20:50,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,20
35523,0x3796,MUMRES05DEL01,36.0,4.9,18.927584,72.832585,19.037584,72.942585,04-04-2022,17:35,17:50,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23
40730,0xb239,BANGRES010DEL01,32.0,4.8,12.933298,77.614293,12.943298,77.624293,01-03-2022,11:45,0.5,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24
24777,0x58d4,JAPRES09DEL03,32.0,4.3,26.911378,75.789034,27.051378,75.929034,06-04-2022,23:10,23:15,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,44
19964,0x52e7,PUNERES03DEL01,23.0,4.7,18.554382,73.798206,18.664382,73.908206,10-03-2022,19:25,19:35,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,16
27133,0xbd99,MYSRES14DEL03,38.0,4.6,0.0,0.0,0.06,0.06,05-03-2022,22:15,22:20,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28
30830,0xa768,BANGRES15DEL01,29.0,4.9,12.975377,77.696664,13.015377,77.736664,07-03-2022,14:30,14:40,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,18
37602,0x265c,BANGRES20DEL02,35.0,4.9,12.972161,77.596014,12.992161,77.616014,03-03-2022,10:45,10:50,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27
23712,0xab94,MUMRES06DEL02,36.0,4.2,19.055831,72.833984,19.075831,72.853984,07-03-2022,10:30,10:40,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25
4424,0x2769,JAPRES08DEL02,29.0,5.0,26.910262,75.783013,26.930262,75.803013,26-03-2022,08:30,08:35,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,14
15560,0xdb85,DEHRES14DEL03,39.0,4.7,30.319528,78.040267,30.459528,78.180267,16-02-2022,17:10,17:25,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20
16583,0x9217,JAPRES05DEL02,21.0,4.9,26.905287,75.794592,26.985287,75.874592,18-03-2022,23:55,24:10:00,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16
4560,0x445e,VADRES13DEL01,25.0,4.6,22.310237,73.158921,22.320237,73.168921,26-03-2022,10:35,10:40,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10
24289,0x5bbd,MYSRES010DEL02,27.0,4.7,12.321214,76.621094,12.401214,76.701094,10-03-2022,22:25,22:35,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,13
8236,0x8287,SURRES17DEL01,24.0,5.0,21.149569,72.772697,21.219569,72.842697,04-03-2022,21:15,21:30,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,44
40954,0x9dfe,MYSRES07DEL02,30.0,4.9,12.325461,76.632278,12.345461,76.652278,24-03-2022,09:45,0.416666667,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28
17822,0xba3,SURRES14DEL03,27.0,4.7,21.157729,72.768726,21.217729,72.828726,13-03-2022,21:10,21:20,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,26
42690,0x139c,JAPRES09DEL03,,,26.911378,75.789034,26.971378,75.849034,24-03-2022,,23:05,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,15
